com.google.javascript.jscomp.parsing.IRFactory:1411	1.0 0.0 1.0
com.google.javascript.rhino.jstype.JSTypeRegistry:324	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:325	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:327	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:328	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:330	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:331	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:333	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:334	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:337	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:344	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:347	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:350	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:358	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:359	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:365	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:368	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:558	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:559	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:562	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:563	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:566	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:568	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:571	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:575	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:576	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:579	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:587	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:590	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:594	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:597	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:598	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:613	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeRegistry:616	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.InstanceObjectType:60	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.InstanceObjectType:61	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.InstanceObjectType:62	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.PropertyMap:92	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.PrototypeObjectType:378	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.AllType:53	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.AllType:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.AllType:58	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:64	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:65	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:69	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:71	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:74	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:76	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ArrowType:77	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.BooleanType:53	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.BooleanType:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.BooleanType:103	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.BooleanType:108	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ErrorFunctionType:51	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ErrorFunctionType:73	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ErrorFunctionType:74	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:55	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:56	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:57	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:58	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:59	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:60	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:61	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:62	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:63	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:65	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:66	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:67	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:91	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:92	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:97	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:98	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:141	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:142	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionBuilder:160	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:141	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:143	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:145	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:147	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:148	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:149	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:154	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:69	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:71	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:72	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.FunctionType:76	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:47	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:50	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:51	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:53	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:55	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:79	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:81	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:82	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:84	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:85	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:87	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:88	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:90	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:91	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:92	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:94	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:96	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:97	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:98	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:100	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:101	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:102	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:104	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:105	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:107	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:108	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:110	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:111	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:113	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:114	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:115	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:117	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:118	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:120	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:121	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:123	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:125	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:126	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:128	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:132	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:133	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:134	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:135	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:136	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:137	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:138	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:139	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:140	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:141	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:143	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:144	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:149	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:154	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:159	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:164	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.JSTypeNative:169	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoObjectType:67	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoObjectType:70	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoObjectType:71	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoObjectType:72	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoResolvedType:59	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoResolvedType:60	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoType:65	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NoType:66	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NullType:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NullType:55	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NullType:104	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NullType:109	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NumberType:53	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NumberType:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NumberType:97	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.NumberType:102	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:77	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:80	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:81	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:82	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:83	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:84	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:85	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.Property:114	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.StringType:53	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.StringType:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.StringType:92	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.StringType:97	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.UnknownType:57	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.UnknownType:58	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.UnknownType:59	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ValueType:49	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.ValueType:50	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.VoidType:54	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.VoidType:55	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.VoidType:96	1.0 267.0 0.06108472217815261
com.google.javascript.rhino.jstype.VoidType:101	1.0 267.0 0.06108472217815261
com.google.javascript.jscomp.GoogleCodingConvention:39	1.0 272.0 0.060522753266880246
com.google.javascript.jscomp.GoogleCodingConvention:44	1.0 272.0 0.060522753266880246
com.google.javascript.jscomp.GoogleCodingConvention:45	1.0 272.0 0.060522753266880246
com.google.javascript.jscomp.GoogleCodingConvention:49	1.0 272.0 0.060522753266880246
com.google.javascript.jscomp.GoogleCodingConvention:50	1.0 272.0 0.060522753266880246
com.google.javascript.jscomp.CodeGenerator:212	1.0 293.0 0.05832118435198043
com.google.javascript.jscomp.NodeUtil:702	1.0 302.0 0.0574484989621426
com.google.javascript.jscomp.NodeUtil:711	1.0 302.0 0.0574484989621426
com.google.javascript.jscomp.NodeUtil:875	1.0 302.0 0.0574484989621426
com.google.javascript.jscomp.AstValidator:391	1.0 304.0 0.057259833431386825
com.google.javascript.jscomp.AstValidator:392	1.0 304.0 0.057259833431386825
com.google.javascript.jscomp.AstValidator:397	1.0 304.0 0.057259833431386825
com.google.javascript.jscomp.AstValidator:402	1.0 304.0 0.057259833431386825
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:161	1.0 308.0 0.05688801239885743
com.google.javascript.jscomp.CodeChangeHandler:32	1.0 318.0 0.05598925109558543
com.google.javascript.jscomp.CodeChangeHandler:33	1.0 318.0 0.05598925109558543
com.google.javascript.jscomp.CodeConsumer:135	1.0 319.0 0.05590169943749474
com.google.javascript.jscomp.CodeConsumer:136	1.0 319.0 0.05590169943749474
com.google.javascript.jscomp.CodeGenerator:908	1.0 320.0 0.05581455721859476
com.google.javascript.jscomp.CodeGenerator:914	1.0 320.0 0.05581455721859476
com.google.javascript.jscomp.CodeGenerator:916	1.0 320.0 0.05581455721859476
com.google.javascript.jscomp.NodeUtil:1236	1.0 320.0 0.05581455721859476
com.google.javascript.jscomp.CodeConsumer:139	1.0 326.0 0.0553001263609331
com.google.javascript.jscomp.CodeConsumer:146	1.0 326.0 0.0553001263609331
com.google.javascript.jscomp.CodeGenerator:92	1.0 329.0 0.055048188256318034
com.google.javascript.jscomp.CodeGenerator:93	1.0 329.0 0.055048188256318034
com.google.javascript.jscomp.CodeConsumer:62	1.0 329.0 0.055048188256318034
com.google.javascript.jscomp.CodeConsumer:63	1.0 329.0 0.055048188256318034
com.google.javascript.jscomp.CodeGenerator:211	1.0 330.0 0.05496497099293127
com.google.javascript.jscomp.NodeUtil:793	1.0 330.0 0.05496497099293127
com.google.javascript.jscomp.CodeGenerator:96	1.0 332.0 0.0547996624351191
com.google.javascript.jscomp.CodeGenerator:97	1.0 332.0 0.0547996624351191
com.google.javascript.jscomp.CodeGenerator:1167	1.0 332.0 0.0547996624351191
com.google.javascript.jscomp.CodeGenerator:1168	1.0 332.0 0.0547996624351191
com.google.javascript.jscomp.CodeGenerator:403	1.0 333.0 0.054717565516458275
com.google.javascript.jscomp.NodeUtil:2430	1.0 334.0 0.05463583647081531
com.google.javascript.jscomp.NodeUtil:2431	1.0 334.0 0.05463583647081531
com.google.javascript.jscomp.NodeUtil:2432	1.0 334.0 0.05463583647081531
com.google.javascript.jscomp.NodeUtil:2433	1.0 334.0 0.05463583647081531
com.google.javascript.jscomp.NodeUtil:2437	1.0 334.0 0.05463583647081531
com.google.javascript.jscomp.NodeUtil:1745	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:154	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:160	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:161	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:182	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:184	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:188	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:189	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:194	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:203	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:204	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.CodeConsumer:287	1.0 336.0 0.05447347107028433
com.google.javascript.jscomp.NodeUtil:1170	1.0 338.0 0.054312544659356844
com.google.javascript.jscomp.parsing.IRFactory:1198	1.0 341.0 0.05407380704358752
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:269	1.0 341.0 0.05407380704358752
