org.jfree.chart.plot.MultiplePiePlot:166	1.0 0.0 1.0
org.jfree.data.DefaultKeyedValues2D:279	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:281	0 1.0 0.0
org.jfree.data.DefaultKeyedValues2D:282	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:85	0 50.0 0.0
org.jfree.data.category.DefaultCategoryDataset:96	0 50.0 0.0
org.jfree.data.category.DefaultCategoryDataset:111	0 43.0 0.0
org.jfree.data.category.DefaultCategoryDataset:250	0 6.0 0.0
org.jfree.data.category.DefaultCategoryDataset:251	0 6.0 0.0
org.jfree.data.category.DefaultCategoryDataset:252	0 6.0 0.0
org.jfree.data.category.DefaultCategoryDataset:266	0 6.0 0.0
org.jfree.data.category.DefaultCategoryDataset:267	0 6.0 0.0
org.jfree.data.category.DefaultCategoryDataset:220	0 37.0 0.0
org.jfree.data.category.DefaultCategoryDataset:221	0 37.0 0.0
org.jfree.data.category.DefaultCategoryDataset:222	0 37.0 0.0
org.jfree.data.category.DefaultCategoryDataset:126	0 9.0 0.0
org.jfree.data.category.DefaultCategoryDataset:164	0 9.0 0.0
org.jfree.data.category.DefaultCategoryDataset:235	0 2.0 0.0
org.jfree.data.category.DefaultCategoryDataset:236	0 2.0 0.0
org.jfree.data.category.DefaultCategoryDataset:178	0 1.0 0.0
org.jfree.data.category.DefaultCategoryDataset:205	0 1.0 0.0
org.jfree.chart.block.AbstractBlock:239	0 32.0 0.0
org.jfree.chart.block.AbstractBlock:293	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:294	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:354	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:365	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:368	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:369	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:383	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:384	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:385	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:386	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:401	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:402	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:403	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:404	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:416	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:419	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:420	0 21.0 0.0
org.jfree.chart.block.AbstractBlock:422	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:423	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:424	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:425	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:426	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:427	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:428	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:429	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:430	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:437	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:440	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:441	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:442	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:445	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:446	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:448	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:452	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:455	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:456	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:457	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:460	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:461	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:463	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:474	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:475	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:476	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:477	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:478	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:489	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:490	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:491	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:492	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:493	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:506	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:507	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:520	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:521	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:534	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:535	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:545	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:546	0 33.0 0.0
org.jfree.chart.block.AbstractBlock:556	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:559	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:562	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:563	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:566	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:569	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:572	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:575	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:578	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:581	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:584	0 11.0 0.0
org.jfree.chart.block.AbstractBlock:613	0 9.0 0.0
org.jfree.chart.block.AbstractBlock:614	0 9.0 0.0
org.jfree.chart.block.AbstractBlock:615	0 9.0 0.0
org.jfree.chart.block.AbstractBlock:627	0 9.0 0.0
org.jfree.chart.block.AbstractBlock:628	0 9.0 0.0
org.jfree.chart.block.AbstractBlock:629	0 9.0 0.0
org.jfree.chart.block.BlockContainer:118	0 32.0 0.0
org.jfree.chart.block.BlockContainer:121	0 32.0 0.0
org.jfree.chart.block.BlockContainer:122	0 32.0 0.0
org.jfree.chart.block.BlockContainer:131	0 32.0 0.0
org.jfree.chart.block.BlockContainer:141	0 21.0 0.0
org.jfree.chart.block.BlockContainer:150	0 21.0 0.0
org.jfree.chart.block.BlockContainer:151	0 21.0 0.0
org.jfree.chart.block.BlockContainer:160	0 21.0 0.0
org.jfree.chart.block.BlockContainer:161	0 21.0 0.0
org.jfree.chart.block.BlockContainer:162	0 21.0 0.0
org.jfree.chart.block.BlockContainer:168	0 32.0 0.0
org.jfree.chart.block.BlockContainer:169	0 32.0 0.0
org.jfree.chart.block.BlockContainer:170	0 32.0 0.0
org.jfree.chart.block.BlockContainer:182	0 21.0 0.0
org.jfree.chart.block.BlockContainer:207	0 32.0 0.0
org.jfree.chart.block.BlockContainer:208	0 32.0 0.0
org.jfree.chart.block.BlockContainer:209	0 32.0 0.0
org.jfree.chart.block.BlockContainer:210	0 32.0 0.0
org.jfree.chart.block.BlockContainer:211	0 32.0 0.0
org.jfree.chart.block.BlockContainer:215	0 32.0 0.0
org.jfree.chart.block.BlockContainer:216	0 32.0 0.0
org.jfree.chart.block.BlockContainer:217	0 32.0 0.0
org.jfree.chart.block.BlockContainer:218	0 32.0 0.0
org.jfree.chart.block.BlockContainer:219	0 32.0 0.0
org.jfree.chart.block.BlockContainer:220	0 32.0 0.0
org.jfree.chart.block.BlockContainer:221	0 32.0 0.0
org.jfree.chart.block.BlockContainer:222	0 21.0 0.0
org.jfree.chart.block.BlockContainer:223	0 21.0 0.0
org.jfree.chart.block.BlockContainer:224	0 21.0 0.0
org.jfree.chart.block.BlockContainer:227	0 21.0 0.0
org.jfree.chart.block.BlockContainer:228	0 21.0 0.0
org.jfree.chart.block.BlockContainer:235	0 21.0 0.0
org.jfree.chart.block.BlockContainer:236	0 32.0 0.0
org.jfree.chart.block.BlockContainer:237	0 32.0 0.0
org.jfree.chart.block.BlockContainer:241	0 32.0 0.0
org.jfree.chart.block.ColumnArrangement:356	0.0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:359	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:362	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:363	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:366	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:369	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:372	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:375	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:110	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:127	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:128	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:129	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:140	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:151	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:152	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:155	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:158	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:159	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:284	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:285	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:286	0 20.0 0.0
org.jfree.chart.block.FlowArrangement:357	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:358	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:359	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:360	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:361	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:362	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:363	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:364	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:365	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:366	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:367	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:368	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:369	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:374	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:376	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:377	0 14.0 0.0
org.jfree.chart.block.FlowArrangement:379	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:380	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:382	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:392	0 21.0 0.0
org.jfree.chart.block.FlowArrangement:416	0 32.0 0.0
org.jfree.chart.block.FlowArrangement:426	0.0 9.0 0.0
org.jfree.chart.block.FlowArrangement:429	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:432	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:433	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:436	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:439	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:442	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:445	0 9.0 0.0
org.jfree.chart.block.FlowArrangement:179	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:180	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:182	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:183	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:184	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:185	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:186	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:187	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:188	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:189	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:190	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:191	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:194	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:195	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:198	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:210	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:211	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:212	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:213	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:214	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:219	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:220	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:224	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:240	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:241	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:242	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:289	0 1.0 0.0
org.jfree.chart.block.FlowArrangement:292	0 1.0 0.0
org.jfree.chart.block.LineBorder:114	0 21.0 0.0
org.jfree.chart.block.LineBorder:123	0 32.0 0.0
org.jfree.chart.block.LineBorder:132	0 21.0 0.0
org.jfree.chart.block.LineBorder:142	0 32.0 0.0
org.jfree.chart.block.LineBorder:143	0 32.0 0.0
org.jfree.chart.block.LineBorder:145	0 32.0 0.0
org.jfree.chart.block.LineBorder:148	0 21.0 0.0
org.jfree.chart.block.LineBorder:149	0 21.0 0.0
org.jfree.chart.block.LineBorder:150	0 21.0 0.0
org.jfree.chart.block.LineBorder:151	0 21.0 0.0
org.jfree.chart.block.LineBorder:152	0 21.0 0.0
org.jfree.chart.block.LineBorder:153	0 21.0 0.0
org.jfree.chart.block.LineBorder:154	0 21.0 0.0
org.jfree.chart.block.LineBorder:155	0 21.0 0.0
org.jfree.chart.block.LineBorder:156	0 21.0 0.0
org.jfree.chart.block.LineBorder:157	0 21.0 0.0
org.jfree.chart.block.LineBorder:158	0 21.0 0.0
org.jfree.chart.block.LineBorder:159	0 21.0 0.0
org.jfree.chart.block.LineBorder:160	0 21.0 0.0
org.jfree.chart.block.LineBorder:161	0 21.0 0.0
org.jfree.chart.block.LineBorder:162	0 21.0 0.0
org.jfree.chart.block.LineBorder:163	0 21.0 0.0
org.jfree.chart.block.LineBorder:165	0 21.0 0.0
org.jfree.chart.block.LineBorder:166	0 21.0 0.0
org.jfree.chart.block.LineBorder:167	0 21.0 0.0
org.jfree.chart.block.LineBorder:169	0 21.0 0.0
org.jfree.chart.block.LineBorder:170	0 21.0 0.0
org.jfree.chart.block.LineBorder:171	0 21.0 0.0
org.jfree.chart.block.LineBorder:173	0 21.0 0.0
org.jfree.chart.block.LineBorder:174	0 21.0 0.0
org.jfree.chart.block.LineBorder:175	0 21.0 0.0
org.jfree.chart.block.LineBorder:177	0 21.0 0.0
org.jfree.chart.block.LineBorder:146	0 11.0 0.0
org.jfree.chart.block.LineBorder:187	0 9.0 0.0
org.jfree.chart.block.LineBorder:190	0 9.0 0.0
org.jfree.chart.block.LineBorder:193	0 9.0 0.0
org.jfree.chart.block.LineBorder:194	0 9.0 0.0
org.jfree.chart.block.LineBorder:197	0 9.0 0.0
org.jfree.chart.block.LineBorder:200	0 9.0 0.0
org.jfree.chart.block.LineBorder:203	0 9.0 0.0
org.jfree.chart.block.LineBorder:214	0 8.0 0.0
org.jfree.chart.block.LineBorder:215	0 8.0 0.0
org.jfree.chart.block.LineBorder:216	0 8.0 0.0
org.jfree.chart.block.LineBorder:217	0 8.0 0.0
org.jfree.chart.block.LineBorder:229	0 8.0 0.0
org.jfree.chart.block.LineBorder:230	0 8.0 0.0
org.jfree.chart.block.LineBorder:231	0 8.0 0.0
org.jfree.chart.block.LineBorder:232	0 8.0 0.0
org.jfree.chart.title.Title:219	0 95.0 0.0
org.jfree.chart.title.Title:220	0 95.0 0.0
org.jfree.chart.title.Title:221	0 95.0 0.0
org.jfree.chart.title.Title:223	0 95.0 0.0
org.jfree.chart.title.Title:357	0 95.0 0.0
org.jfree.chart.title.Title:358	0 95.0 0.0
org.jfree.chart.title.Title:359	0 95.0 0.0
org.jfree.chart.title.Title:100	0 114.0 0.0
org.jfree.chart.title.Title:104	0 114.0 0.0
org.jfree.chart.title.Title:107	0 114.0 0.0
org.jfree.chart.title.Title:172	0 114.0 0.0
org.jfree.chart.title.Title:206	0 33.0 0.0
org.jfree.chart.title.Title:231	0 33.0 0.0
org.jfree.chart.title.Title:360	0 3.0 0.0
org.jfree.chart.title.Title:361	0 3.0 0.0
org.jfree.chart.title.Title:376	0.0 11.0 0.0
org.jfree.chart.title.Title:379	0 11.0 0.0
org.jfree.chart.title.Title:382	0 11.0 0.0
org.jfree.chart.title.Title:385	0 11.0 0.0
org.jfree.chart.title.Title:386	0 11.0 0.0
org.jfree.chart.title.Title:389	0 11.0 0.0
org.jfree.chart.title.Title:392	0 11.0 0.0
org.jfree.chart.title.Title:395	0 11.0 0.0
org.jfree.chart.title.Title:398	0 11.0 0.0
org.jfree.chart.title.Title:423	0 9.0 0.0
org.jfree.chart.title.Title:424	0 9.0 0.0
org.jfree.chart.title.Title:436	0 9.0 0.0
org.jfree.chart.title.Title:437	0 9.0 0.0
org.jfree.chart.title.Title:438	0 9.0 0.0
org.jfree.chart.title.Title:346	0 1.0 0.0
org.jfree.chart.title.Title:347	0 1.0 0.0
org.jfree.chart.title.Title:387	0 1.0 0.0
org.jfree.chart.title.TextTitle:439	0 31.0 0.0
org.jfree.chart.title.TextTitle:440	0 31.0 0.0
org.jfree.chart.title.TextTitle:441	0 31.0 0.0
org.jfree.chart.title.TextTitle:442	0 31.0 0.0
org.jfree.chart.title.TextTitle:443	0 31.0 0.0
org.jfree.chart.title.TextTitle:454	0 31.0 0.0
org.jfree.chart.title.TextTitle:455	0 31.0 0.0
org.jfree.chart.title.TextTitle:458	0 31.0 0.0
org.jfree.chart.title.TextTitle:459	0 31.0 0.0
org.jfree.chart.title.TextTitle:477	0 31.0 0.0
org.jfree.chart.title.TextTitle:494	0 31.0 0.0
org.jfree.chart.title.TextTitle:495	0 31.0 0.0
org.jfree.chart.title.TextTitle:496	0 31.0 0.0
org.jfree.chart.title.TextTitle:497	0 31.0 0.0
org.jfree.chart.title.TextTitle:498	0 31.0 0.0
org.jfree.chart.title.TextTitle:500	0 31.0 0.0
org.jfree.chart.title.TextTitle:501	0 31.0 0.0
org.jfree.chart.title.TextTitle:502	0 31.0 0.0
org.jfree.chart.title.TextTitle:506	0 31.0 0.0
org.jfree.chart.title.TextTitle:555	0 31.0 0.0
org.jfree.chart.title.TextTitle:558	0 31.0 0.0
org.jfree.chart.title.TextTitle:559	0 31.0 0.0
org.jfree.chart.title.TextTitle:560	0 31.0 0.0
org.jfree.chart.title.TextTitle:563	0 31.0 0.0
org.jfree.chart.title.TextTitle:564	0 31.0 0.0
org.jfree.chart.title.TextTitle:565	0 31.0 0.0
org.jfree.chart.title.TextTitle:566	0 31.0 0.0
org.jfree.chart.title.TextTitle:570	0 31.0 0.0
org.jfree.chart.title.TextTitle:571	0 31.0 0.0
org.jfree.chart.title.TextTitle:575	0 31.0 0.0
org.jfree.chart.title.TextTitle:576	0 31.0 0.0
org.jfree.chart.title.TextTitle:577	0 31.0 0.0
org.jfree.chart.title.TextTitle:578	0 31.0 0.0
org.jfree.chart.title.TextTitle:584	0 31.0 0.0
org.jfree.chart.title.TextTitle:585	0 31.0 0.0
org.jfree.chart.title.TextTitle:590	0 31.0 0.0
org.jfree.chart.title.TextTitle:602	0 31.0 0.0
org.jfree.chart.title.TextTitle:603	0 31.0 0.0
org.jfree.chart.title.TextTitle:604	0 31.0 0.0
org.jfree.chart.title.TextTitle:605	0 31.0 0.0
org.jfree.chart.title.TextTitle:606	0 31.0 0.0
org.jfree.chart.title.TextTitle:607	0 31.0 0.0
org.jfree.chart.title.TextTitle:608	0 31.0 0.0
org.jfree.chart.title.TextTitle:612	0 31.0 0.0
org.jfree.chart.title.TextTitle:616	0 31.0 0.0
org.jfree.chart.title.TextTitle:617	0 31.0 0.0
org.jfree.chart.title.TextTitle:618	0 31.0 0.0
org.jfree.chart.title.TextTitle:620	0 31.0 0.0
org.jfree.chart.title.TextTitle:621	0 31.0 0.0
org.jfree.chart.title.TextTitle:622	0 31.0 0.0
org.jfree.chart.title.TextTitle:623	0 31.0 0.0
org.jfree.chart.title.TextTitle:637	0 31.0 0.0
org.jfree.chart.title.TextTitle:638	0 31.0 0.0
org.jfree.chart.title.TextTitle:175	0 4.0 0.0
org.jfree.chart.title.TextTitle:178	0 4.0 0.0
org.jfree.chart.title.TextTitle:254	0 1.0 0.0
org.jfree.chart.title.TextTitle:257	0 1.0 0.0
org.jfree.chart.title.TextTitle:258	0 1.0 0.0
org.jfree.chart.title.TextTitle:259	0 1.0 0.0
org.jfree.chart.title.TextTitle:261	0 1.0 0.0
org.jfree.chart.title.TextTitle:695	0 12.0 0.0
org.jfree.chart.title.TextTitle:698	0 11.0 0.0
org.jfree.chart.title.TextTitle:701	0 11.0 0.0
org.jfree.chart.title.TextTitle:704	0 11.0 0.0
org.jfree.chart.title.TextTitle:705	0 11.0 0.0
org.jfree.chart.title.TextTitle:706	0 1.0 0.0
org.jfree.chart.title.TextTitle:708	0 11.0 0.0
org.jfree.chart.title.TextTitle:711	0 11.0 0.0
org.jfree.chart.title.TextTitle:714	0 11.0 0.0
org.jfree.chart.title.TextTitle:717	0 11.0 0.0
org.jfree.chart.title.TextTitle:720	0 11.0 0.0
org.jfree.chart.title.TextTitle:757	0 9.0 0.0
org.jfree.chart.title.TextTitle:758	0 9.0 0.0
org.jfree.chart.title.TextTitle:759	0 9.0 0.0
org.jfree.chart.title.TextTitle:760	0 9.0 0.0
org.jfree.chart.title.TextTitle:773	0 9.0 0.0
org.jfree.chart.title.TextTitle:774	0 9.0 0.0
org.jfree.chart.title.TextTitle:775	0 9.0 0.0
org.jfree.chart.title.TextTitle:776	0 9.0 0.0
org.jfree.chart.title.TextTitle:696	0 1.0 0.0
org.jfree.chart.title.TextTitle:308	0 1.0 0.0
org.jfree.chart.title.TextTitle:311	0 1.0 0.0
org.jfree.chart.title.TextTitle:312	0 1.0 0.0
org.jfree.chart.title.TextTitle:313	0 1.0 0.0
org.jfree.chart.title.TextTitle:315	0 1.0 0.0
org.jfree.chart.title.TextTitle:702	0 1.0 0.0
org.jfree.chart.title.TextTitle:567	0 1.0 0.0
org.jfree.chart.title.TextTitle:586	0 1.0 0.0
org.jfree.chart.title.TextTitle:587	0 1.0 0.0
org.jfree.chart.title.TextTitle:588	0 1.0 0.0
org.jfree.chart.block.BlockBorder:145	0 33.0 0.0
org.jfree.chart.block.BlockBorder:166	0 33.0 0.0
org.jfree.chart.block.BlockBorder:167	0 33.0 0.0
org.jfree.chart.block.BlockBorder:168	0 33.0 0.0
org.jfree.chart.block.BlockBorder:169	0 33.0 0.0
org.jfree.chart.block.BlockBorder:170	0 33.0 0.0
org.jfree.chart.block.BlockBorder:171	0 33.0 0.0
org.jfree.chart.block.BlockBorder:172	0 33.0 0.0
org.jfree.chart.block.BlockBorder:173	0 33.0 0.0
org.jfree.chart.block.BlockBorder:174	0 33.0 0.0
org.jfree.chart.block.BlockBorder:175	0 33.0 0.0
org.jfree.chart.block.BlockBorder:176	0 33.0 0.0
org.jfree.chart.block.BlockBorder:180	0 33.0 0.0
org.jfree.chart.block.BlockBorder:184	0 33.0 0.0
org.jfree.chart.block.BlockBorder:188	0 33.0 0.0
org.jfree.chart.block.BlockBorder:192	0 33.0 0.0
org.jfree.chart.block.BlockBorder:202	0 11.0 0.0
org.jfree.chart.block.BlockBorder:203	0 3.0 0.0
org.jfree.chart.block.BlockBorder:205	0 8.0 0.0
org.jfree.chart.block.BlockBorder:208	0 8.0 0.0
org.jfree.chart.block.BlockBorder:209	0 8.0 0.0
org.jfree.chart.block.BlockBorder:212	0 8.0 0.0
org.jfree.chart.block.BlockBorder:215	0 8.0 0.0
org.jfree.chart.block.BlockBorder:226	0 9.0 0.0
org.jfree.chart.block.BlockBorder:227	0 9.0 0.0
org.jfree.chart.block.BlockBorder:228	0 9.0 0.0
org.jfree.chart.block.BlockBorder:240	0 9.0 0.0
org.jfree.chart.block.BlockBorder:241	0 9.0 0.0
org.jfree.chart.block.BlockBorder:242	0 9.0 0.0
org.jfree.chart.ui.ProjectInfo:102	0 1.0 0.0
org.jfree.chart.util.HorizontalAlignment:98	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:101	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:104	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:105	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:106	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:108	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:128	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:129	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:132	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:135	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:136	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:138	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:98	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:101	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:105	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:106	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:107	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:109	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:129	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:132	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:135	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:136	0 9.0 0.0
org.jfree.chart.plot.Plot:433	0 132.0 0.0
org.jfree.chart.plot.Plot:888	0 154.0 0.0
org.jfree.chart.plot.Plot:889	0 154.0 0.0
org.jfree.chart.plot.Plot:890	0 72.0 0.0
org.jfree.chart.plot.Plot:891	0 72.0 0.0
org.jfree.chart.plot.Plot:894	0 154.0 0.0
org.jfree.chart.plot.Plot:902	0 139.0 0.0
org.jfree.chart.plot.Plot:903	0 139.0 0.0
org.jfree.chart.plot.Plot:1100	0 7.0 0.0
org.jfree.chart.plot.Plot:1101	0 7.0 0.0
org.jfree.chart.plot.Plot:489	0 33.0 0.0
org.jfree.chart.plot.Plot:602	0 28.0 0.0
org.jfree.chart.plot.Plot:603	0 28.0 0.0
org.jfree.chart.plot.Plot:604	0 28.0 0.0
org.jfree.chart.plot.Plot:608	0 28.0 0.0
org.jfree.chart.plot.Plot:610	0 28.0 0.0
org.jfree.chart.plot.Plot:831	0 32.0 0.0
org.jfree.chart.plot.Plot:970	0 30.0 0.0
org.jfree.chart.plot.Plot:973	0 30.0 0.0
org.jfree.chart.plot.Plot:976	0 30.0 0.0
org.jfree.chart.plot.Plot:977	0 30.0 0.0
org.jfree.chart.plot.Plot:992	0 30.0 0.0
org.jfree.chart.plot.Plot:993	0 30.0 0.0
org.jfree.chart.plot.Plot:995	0 30.0 0.0
org.jfree.chart.plot.Plot:996	0 30.0 0.0
org.jfree.chart.plot.Plot:997	0 30.0 0.0
org.jfree.chart.plot.Plot:998	0 30.0 0.0
org.jfree.chart.plot.Plot:1012	0 30.0 0.0
org.jfree.chart.plot.Plot:1025	0 30.0 0.0
org.jfree.chart.plot.Plot:1037	0 30.0 0.0
org.jfree.chart.plot.Plot:1040	0 30.0 0.0
org.jfree.chart.plot.Plot:1041	0 30.0 0.0
org.jfree.chart.plot.Plot:1042	0 30.0 0.0
org.jfree.chart.plot.Plot:1043	0 30.0 0.0
org.jfree.chart.plot.Plot:1045	0 30.0 0.0
