org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1793	1.0 0.0 1.0
org.jfree.chart.plot.DefaultDrawingSupplier:312	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:315	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:316	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:317	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:320	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:323	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:324	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:325	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:328	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:331	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:332	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:333	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:335	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:517	1.0 230.0 0.0657951694959769
org.jfree.chart.plot.DefaultDrawingSupplier:532	1.0 230.0 0.0657951694959769
org.jfree.chart.event.DatasetChangeInfo:49	1.0 238.0 0.06468462273531508
org.jfree.data.event.DatasetChangeEvent:87	1.0 238.0 0.06468462273531508
org.jfree.data.event.DatasetChangeEvent:88	1.0 238.0 0.06468462273531508
org.jfree.data.event.DatasetChangeEvent:91	1.0 238.0 0.06468462273531508
org.jfree.data.event.DatasetChangeEvent:92	1.0 238.0 0.06468462273531508
org.jfree.data.event.DatasetChangeEvent:93	1.0 238.0 0.06468462273531508
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:249	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:250	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:251	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:252	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:253	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:255	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:256	1.0 245.0 0.06375767130633382
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:257	1.0 245.0 0.06375767130633382
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:75	1.0 245.0 0.06375767130633382
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:76	1.0 245.0 0.06375767130633382
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:83	1.0 245.0 0.06375767130633382
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:84	1.0 245.0 0.06375767130633382
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:87	1.0 245.0 0.06375767130633382
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:88	1.0 245.0 0.06375767130633382
org.jfree.chart.util.RectangleInsets:65	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:102	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:103	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:116	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:117	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:120	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:121	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:122	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:123	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:124	1.0 249.0 0.06324555320336758
org.jfree.chart.util.RectangleInsets:125	1.0 249.0 0.06324555320336758
org.jfree.chart.util.UnitType:56	1.0 254.0 0.06262242910851495
org.jfree.chart.util.UnitType:59	1.0 254.0 0.06262242910851495
org.jfree.chart.util.UnitType:69	1.0 254.0 0.06262242910851495
org.jfree.chart.util.UnitType:70	1.0 254.0 0.06262242910851495
org.jfree.chart.util.UnitType:71	1.0 254.0 0.06262242910851495
org.jfree.chart.renderer.AbstractRenderer:305	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:378	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:396	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:398	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:399	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:401	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:402	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:404	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:405	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:406	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:408	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:409	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:410	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:412	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:413	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:414	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:416	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:417	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:418	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:420	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:421	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:422	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:424	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:425	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:426	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:428	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:429	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:431	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:432	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:434	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:435	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:437	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:438	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:441	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:442	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:445	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:446	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:448	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:450	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:451	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:453	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:455	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:456	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:458	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:459	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:461	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:463	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:464	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:465	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:60	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:64	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:68	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:72	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:76	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:80	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:84	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:88	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:92	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:96	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:100	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:104	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:108	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:112	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:116	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:120	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:124	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:128	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:132	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:136	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:140	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:144	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:148	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:152	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:156	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:167	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:168	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelAnchor:169	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:90	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:91	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:109	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:111	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:115	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:118	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:123	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:124	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:125	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:126	1.0 349.0 0.05345224838248487
org.jfree.chart.labels.ItemLabelPosition:128	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:120	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:121	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:123	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:124	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:125	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:126	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:127	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:128	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:129	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:130	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:131	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:132	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:133	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:265	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:268	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.RenderAttributes:269	1.0 349.0 0.05345224838248487
org.jfree.chart.util.BooleanList:60	1.0 349.0 0.05345224838248487
org.jfree.chart.util.BooleanList:61	1.0 349.0 0.05345224838248487
org.jfree.chart.util.PaintList:59	1.0 349.0 0.05345224838248487
org.jfree.chart.util.PaintList:60	1.0 349.0 0.05345224838248487
org.jfree.chart.util.ShapeList:59	1.0 349.0 0.05345224838248487
org.jfree.chart.util.ShapeList:60	1.0 349.0 0.05345224838248487
org.jfree.chart.util.StrokeList:58	1.0 349.0 0.05345224838248487
org.jfree.chart.util.StrokeList:59	1.0 349.0 0.05345224838248487
org.jfree.chart.renderer.AbstractRenderer:150	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:153	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:156	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:159	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:162	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:165	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:169	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:173	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:2760	1.0 368.0 0.052057920629535355
org.jfree.chart.renderer.AbstractRenderer:2763	1.0 368.0 0.052057920629535355
org.jfree.chart.text.TextAnchor:58	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:62	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:66	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:70	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:74	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:78	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:82	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:86	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:89	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:93	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:97	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:101	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:105	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:109	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:113	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:124	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:125	1.0 369.0 0.05198752449100364
org.jfree.chart.text.TextAnchor:126	1.0 369.0 0.05198752449100364
org.jfree.chart.event.ChartChangeEvent:69	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEvent:70	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEvent:93	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEvent:94	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEvent:95	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEvent:96	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEventType:55	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEventType:59	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEventType:63	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEventType:74	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEventType:75	1.0 383.0 0.051031036307982884
org.jfree.chart.event.ChartChangeEventType:76	1.0 383.0 0.051031036307982884
org.jfree.chart.util.AbstractObjectList:68	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:71	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:77	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:78	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:86	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:87	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:95	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:96	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:97	1.0 403.0 0.04975185951049946
org.jfree.chart.util.AbstractObjectList:98	1.0 403.0 0.04975185951049946
org.jfree.chart.util.ObjectList:58	1.0 403.0 0.04975185951049946
org.jfree.chart.util.ObjectList:59	1.0 403.0 0.04975185951049946
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1795	0 37.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1796	0 37.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1797	0 37.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1798	0 37.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:293	0 102.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:296	0 102.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:297	0 102.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:511	0 60.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:512	0 60.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:527	0 60.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:528	0 60.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:529	0 60.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:531	0 60.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:902	0 73.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:919	0 78.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:922	0 77.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:923	0 77.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:924	0 77.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:925	0 77.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:926	0 68.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:927	0 68.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:930	0 77.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:972	0 34.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:974	0 34.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:989	0 34.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:991	0 34.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1059	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1060	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1064	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1065	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1066	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1067	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1071	0 30.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1072	0 30.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1076	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1077	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1078	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1080	0 35.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1651	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1652	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1653	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1655	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1656	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1662	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1668	0 36.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:434	0 13.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:435	0 13.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:436	0 13.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:439	0 13.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:453	0 13.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:467	0 11.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:468	0 11.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:485	0 11.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:486	0 11.0 0.0
