org.apache.commons.math3.util.FastMath:1542	1.0 0.0 1.0
org.apache.commons.math3.util.FastMath:3542	0.0 300.0 0.0
org.apache.commons.math3.util.FastMath:3543	0.0 300.0 0.0
org.apache.commons.math3.util.FastMath:3546	0.0 300.0 0.0
org.apache.commons.math3.util.FastMath:2232	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:2233	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:2267	0.0 63.0 0.0
org.apache.commons.math3.util.FastMath:2278	0.0 108.0 0.0
org.apache.commons.math3.util.FastMath:2296	0.0 29.0 0.0
org.apache.commons.math3.util.FastMath:2332	0.0 87.0 0.0
org.apache.commons.math3.util.FastMath:415	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:488	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:489	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:569	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:853	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:857	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:890	0.0 20.0 0.0
org.apache.commons.math3.util.FastMath:894	0.0 20.0 0.0
org.apache.commons.math3.util.FastMath:1479	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:1482	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:1485	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:1130	0.0 33.0 0.0
org.apache.commons.math3.util.FastMath:1147	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:1151	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2008	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2009	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2012	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2013	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2016	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2017	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2023	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2024	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2026	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2027	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2028	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2029	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2030	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2038	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2039	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2041	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2042	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2044	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2045	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2046	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2047	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2049	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2050	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2052	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2053	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2054	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2057	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2062	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2063	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2065	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2066	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2068	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2071	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2073	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2077	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2078	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2079	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2080	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2081	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2084	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2086	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2087	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2088	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2089	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2091	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2093	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2097	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2098	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2100	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2101	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2102	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2104	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2116	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2119	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2120	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2121	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2124	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2125	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2127	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2128	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2130	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2131	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2132	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2133	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2135	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2136	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2138	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2139	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2140	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2143	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2148	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2149	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2151	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2152	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2154	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2157	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2159	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2163	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2164	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2165	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2166	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2167	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2170	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2172	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2173	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2174	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2175	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2177	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2179	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2183	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2184	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2185	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2186	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2187	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2188	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2189	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2192	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2194	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2195	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2196	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2197	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2199	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2201	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2205	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2206	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2208	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2209	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2212	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2213	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2214	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2215	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2254	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2255	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2256	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2257	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2258	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2259	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2309	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2310	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2311	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2312	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2313	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2314	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3024	0.0 204.0 0.0
org.apache.commons.math3.util.FastMath:3027	0.0 204.0 0.0
org.apache.commons.math3.util.FastMath:972	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:983	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:984	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:985	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:986	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:996	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:997	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1073	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1074	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1075	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1076	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1077	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1078	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1079	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1081	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1082	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1083	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1085	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1096	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1097	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1100	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:1101	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:806	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:3343	0.0 130.0 0.0
org.apache.commons.math3.util.FastMath:862	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:863	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:867	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:872	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:873	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:877	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:3631	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:3632	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:3633	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:3634	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:3636	0.0 8.0 0.0
org.apache.commons.math3.util.FastMath:2656	0.0 30.0 0.0
org.apache.commons.math3.util.FastMath:2657	0.0 22.0 0.0
org.apache.commons.math3.util.FastMath:2792	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2552	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2553	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2555	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2556	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2557	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2559	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2560	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:396	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:398	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:399	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:404	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:406	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:407	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:466	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:468	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:469	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:474	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:476	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:477	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2246	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:2300	0.0 11.0 0.0
org.apache.commons.math3.util.FastMath:2609	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2610	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2613	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2614	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2617	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2621	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2622	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2625	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2626	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2629	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:2633	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2634	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2644	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2645	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:2583	0.0 40.0 0.0
org.apache.commons.math3.util.FastMath:2584	0.0 40.0 0.0
org.apache.commons.math3.util.FastMath:2585	0.0 40.0 0.0
org.apache.commons.math3.util.FastMath:2587	0.0 40.0 0.0
org.apache.commons.math3.util.FastMath:2595	0.0 38.0 0.0
org.apache.commons.math3.util.FastMath:2602	0.0 29.0 0.0
org.apache.commons.math3.util.FastMath:484	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2596	0.0 29.0 0.0
org.apache.commons.math3.util.FastMath:2599	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2660	0.0 24.0 0.0
org.apache.commons.math3.util.FastMath:2661	0.0 24.0 0.0
org.apache.commons.math3.util.FastMath:2588	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2589	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2579	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2988	0.0 228.0 0.0
org.apache.commons.math3.util.FastMath:1387	0.0 56.0 0.0
org.apache.commons.math3.util.FastMath:1388	0.0 56.0 0.0
org.apache.commons.math3.util.FastMath:1445	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1614	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:1615	0.0 15.0 0.0
org.apache.commons.math3.util.FastMath:3679	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3362	0.0 130.0 0.0
org.apache.commons.math3.util.FastMath:2716	0.0 9.0 0.0
org.apache.commons.math3.util.FastMath:2597	0.0 28.0 0.0
org.apache.commons.math3.util.FastMath:3574	0.0 40.0 0.0
org.apache.commons.math3.util.FastMath:3577	0.0 40.0 0.0
org.apache.commons.math3.util.FastMath:2240	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2708	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:3469	0.0 22.0 0.0
org.apache.commons.math3.util.FastMath:3474	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:3475	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:3478	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:3056	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:3057	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:3383	0.0 16.0 0.0
org.apache.commons.math3.util.FastMath:3386	0.0 16.0 0.0
org.apache.commons.math3.util.FastMath:3389	0.0 17.0 0.0
org.apache.commons.math3.util.FastMath:1136	0.0 16.0 0.0
org.apache.commons.math3.util.FastMath:1137	0.0 16.0 0.0
org.apache.commons.math3.util.FastMath:1141	0.0 16.0 0.0
org.apache.commons.math3.util.FastMath:1469	0.0 6.0 0.0
org.apache.commons.math3.util.FastMath:3244	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3246	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3248	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3250	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3251	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:3256	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3257	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3258	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3259	0.0 12.0 0.0
org.apache.commons.math3.util.FastMath:3384	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:2435	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3538	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:1545	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1547	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:3334	0.0 5.0 0.0
org.apache.commons.math3.util.FastMath:3470	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3437	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3438	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3440	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3441	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3444	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3445	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3505	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3506	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3508	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3509	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3512	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3513	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2446	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:401	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:409	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:471	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:479	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:605	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:606	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:693	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:714	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:715	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:725	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:726	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:727	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:728	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:730	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:744	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:745	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:755	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:756	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:757	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:758	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:760	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1159	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:1169	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:1170	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:1171	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:1172	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:1362	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1449	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1457	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1459	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1460	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1463	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1480	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1483	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1490	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1491	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1494	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1495	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1497	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1502	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1503	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1506	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1507	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1508	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1509	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1512	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1515	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1516	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1517	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1518	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1521	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1527	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1528	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1531	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1532	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1534	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1549	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1561	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1562	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1563	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1564	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2637	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2638	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2648	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2649	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1949	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1950	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1983	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1984	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1985	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:1988	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2351	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2352	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2380	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2381	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2382	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2383	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2388	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2389	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2391	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2392	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2393	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2395	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2396	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2397	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2398	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2405	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2409	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2776	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2780	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2784	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2788	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2700	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2704	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2712	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3247	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:3261	0.0 3.0 0.0
org.apache.commons.math3.util.FastMath:3245	0.0 2.0 0.0
org.apache.commons.math3.util.FastMath:3249	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3300	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3301	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3302	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3304	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3305	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3306	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3307	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3312	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3313	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3314	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3315	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3317	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3059	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3060	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3062	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3063	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3067	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3068	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3069	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3070	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3073	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3075	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3077	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3080	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3084	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3087	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3088	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3089	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3091	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3093	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3101	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3104	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3105	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:3106	0.0 1.0 0.0
